Model;Scenario;Region;Variable;Unit;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
CSTB;Constant;France;elec;kgCO2eq/kWh;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569;0.0569
CSTB;Constant;France;bois;kgCO2eq/kWh;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
CSTB;Constant;France;fioul;kgCO2eq/kWh;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325
CSTB;Constant;France;gaz;kgCO2eq/kWh;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227;0.227
CSTB;Constant;France;rcu;kgCO2eq/kWh;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125
CSTB;Constant;France;charbon;kgCO2eq/kWh;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377
CSTB;Constant;France;gpl;kgCO2eq/kWh;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272
CSTB;Half;France;elec;kgCO2eq/kWh;0.0569;0.052;0.0513098695078723;0.0506197390157447;0.049929608523617;0.0492394780314893;0.0485493475393616;0.047859217047234;0.0471690865551063;0.0464789560629786;0.045788825570851;0.0450986950787233;0.0444085645865956;0.0437184340944679;0.0430283036023403;0.0423381731102126;0.0416480426180849;0.0409579121259573;0.0402677816338296;0.0395776511417019;0.0388875206495742;0.0381973901574466;0.0375072596653189;0.0368171291731912;0.0361269986810636;0.0354368681889359;0.0347467376968082;0.0340566072046805;0.0333664767125529;0.0326763462204252;0.0319862157282975
CSTB;Half;France;bois;kgCO2eq/kWh;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
CSTB;Half;France;fioul;kgCO2eq/kWh;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325
CSTB;Half;France;gaz;kgCO2eq/kWh;0.227;0.227;0.224864987864078;0.222729975728155;0.220594963592233;0.218459951456311;0.216324939320388;0.214189927184466;0.212054915048544;0.209919902912621;0.205787621359223;0.201655339805825;0.197523058252427;0.193390776699029;0.189258495145631;0.185126213592233;0.180993932038835;0.176861650485437;0.172729368932039;0.168597087378641;0.165341350397176;0.162085613415711;0.158829876434245;0.15557413945278;0.152318402471315;0.14906266548985;0.145806928508385;0.14255119152692;0.139295454545455;0.136039717563989;0.132783980582524
CSTB;Half;France;rcu;kgCO2eq/kWh;0.125;0.122;0.120422413793103;0.118844827586207;0.11726724137931;0.115689655172414;0.114112068965517;0.112534482758621;0.110956896551724;0.109379310344828;0.107801724137931;0.106224137931034;0.104646551724138;0.103068965517241;0.101491379310345;0.0999137931034483;0.0983362068965517;0.0967586206896552;0.0951810344827586;0.0936034482758621;0.0920258620689655;0.090448275862069;0.0888706896551724;0.0872931034482759;0.0857155172413793;0.0841379310344827;0.0825603448275862;0.0809827586206897;0.0794051724137931;0.0778275862068965;0.07625
CSTB;Half;France;charbon;kgCO2eq/kWh;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377
CSTB;Half;France;gpl;kgCO2eq/kWh;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272
CSTB;SNBC;France;elec;kgCO2eq/kWh;0.0569;0.052;0.0506197390157447;0.0492394780314893;0.047859217047234;0.0464789560629786;0.0450986950787233;0.0437184340944679;0.0423381731102126;0.0409579121259573;0.0395776511417019;0.0381973901574466;0.0368171291731912;0.0354368681889359;0.0340566072046806;0.0326763462204252;0.0312960852361699;0.0299158242519145;0.0285355632676592;0.0271553022834038;0.0257750412991485;0.0243947803148932;0.0230145193306378;0.0216342583463825;0.0202539973621271;0.0188737363778718;0.0174934753936164;0.0161132144093611;0.0147329534251057;0.0133526924408504;0.0119724314565951
CSTB;SNBC;France;bois;kgCO2eq/kWh;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
CSTB;SNBC;France;fioul;kgCO2eq/kWh;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325;0.325
CSTB;SNBC;France;gaz;kgCO2eq/kWh;0.227;0.227;0.222729975728155;0.218459951456311;0.214189927184466;0.209919902912621;0.205649878640777;0.201379854368932;0.197109830097087;0.192839805825243;0.184575242718447;0.176310679611651;0.168046116504854;0.159781553398058;0.151516990291262;0.143252427184466;0.13498786407767;0.126723300970874;0.118458737864078;0.110194174757282;0.103682700794351;0.097171226831421;0.0906597528684907;0.0841482789055605;0.0776368049426302;0.0711253309796999;0.0646138570167697;0.0581023830538394;0.0515909090909091;0.0450794351279788;0.0385679611650485
CSTB;SNBC;France;rcu;kgCO2eq/kWh;0.125;0.122;0.118844827586207;0.115689655172414;0.112534482758621;0.109379310344828;0.106224137931034;0.103068965517241;0.0999137931034483;0.0967586206896552;0.0936034482758621;0.090448275862069;0.0872931034482759;0.0841379310344827;0.0809827586206897;0.0778275862068965;0.0746724137931034;0.0715172413793103;0.0683620689655172;0.0652068965517241;0.062051724137931;0.0588965517241379;0.0557413793103448;0.0525862068965517;0.0494310344827586;0.0462758620689655;0.0431206896551724;0.0399655172413793;0.0368103448275862;0.0336551724137931;0.0305
CSTB;SNBC;France;charbon;kgCO2eq/kWh;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377;0.377
CSTB;SNBC;France;gpl;kgCO2eq/kWh;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272;0.272
