Model;Scenario;Region;Variable;Unit;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
INSEE;Scenario central;France;population;people;67300000;67400000;67500000;67700000;67800000;68000000;68100000;68200000;68300000;68400000;68600000;68700000;68700000;68800000;68900000;69000000;69000000;69100000;69200000;69200000;69200000;69300000;69300000;69300000;69300000;69300000;69300000;69300000;69300000;69200000;69200000;69200000
INSEE;Fecondite basse;France;population;people;67300000;67400000;67500000;67700000;67800000;67900000;68000000;68100000;68200000;68200000;68300000;68300000;68300000;68300000;68300000;68300000;68300000;68300000;68200000;68200000;68200000;68100000;68000000;68000000;67900000;67800000;67700000;67600000;67500000;67400000;67300000;67300000
INSEE;Fecondite haute;France;population;people;67300000;67400000;67500000;67700000;67800000;68000000;68100000;68300000;68500000;68600000;68800000;69000000;69200000;69300000;69500000;69600000;69800000;69900000;70100000;70200000;70300000;70400000;70500000;70600000;70700000;70700000;70800000;70900000;71000000;71000000;71100000;71100000
INSEE;Esperance de vie basse;France;population;people;67300000;67400000;67500000;67600000;67700000;67900000;68000000;68100000;68100000;68200000;68300000;68400000;68400000;68400000;68500000;68500000;68500000;68500000;68500000;68500000;68500000;68400000;68400000;68300000;68300000;68200000;68100000;68100000;68000000;67900000;67800000;67800000
INSEE;Esperance de vie haute;France;population;people;67300000;67400000;67500000;67700000;67900000;68100000;68200000;68400000;68600000;68700000;68900000;69000000;69100000;69300000;69400000;69500000;69600000;69800000;69900000;70000000;70100000;70100000;70200000;70300000;70400000;70400000;70500000;70500000;70600000;70600000;70600000;70600000
INSEE;Solde migratoire bas;France;population;people;67300000;67400000;67500000;67600000;67700000;67700000;67800000;67900000;67900000;68000000;68000000;68100000;68100000;68100000;68100000;68100000;68100000;68100000;68000000;68000000;68000000;67900000;67800000;67800000;67700000;67600000;67500000;67400000;67300000;67200000;67100000;67100000
INSEE;Solde migratoire haut;France;population;people;67300000;67400000;67600000;67800000;68000000;68200000;68400000;68500000;68700000;68900000;69100000;69200000;69400000;69600000;69700000;69900000;70000000;70100000;70300000;70400000;70500000;70600000;70700000;70800000;70900000;71000000;71100000;71100000;71200000;71300000;71400000;71400000
INSEE;Population basse;France;population;people;67300000;67400000;67400000;67500000;67600000;67600000;67600000;67600000;67600000;67600000;67500000;67400000;67300000;67200000;67100000;67000000;66800000;66700000;66500000;66300000;66200000;66000000;65800000;65600000;65300000;65100000;64900000;64700000;64400000;64200000;63900000;63900000
INSEE;Population haute;France;population;people;67300000;67400000;67600000;67800000;68100000;68300000;68600000;68800000;69100000;69400000;69700000;69900000;70200000;70500000;70800000;71100000;71400000;71600000;71900000;72200000;72400000;72700000;72900000;73200000;73400000;73700000;73900000;74100000;74300000;74500000;74700000;74700000
